Census,School Name,Category,Year Level,Students
02 August 2019,Palmerston District Primary School,Gov,Kindergarten,121
02 August 2019,Palmerston District Primary School,Gov,Year 1,98
02 August 2019,Palmerston District Primary School,Gov,Year 2,88
02 August 2019,Palmerston District Primary School,Gov,Year 3,91
02 August 2019,Palmerston District Primary School,Gov,Year 4,79
02 August 2019,Palmerston District Primary School,Gov,Year 5,61
02 August 2019,Palmerston District Primary School,Gov,Year 6,60
02 August 2019,Red Hill Primary School,Gov,Preschool,88
02 August 2019,Red Hill Primary School,Gov,Kindergarten,88
02 August 2019,Red Hill Primary School,Gov,Year 1,94
02 August 2019,Red Hill Primary School,Gov,Year 2,100
02 August 2019,Red Hill Primary School,Gov,Year 3,116
02 August 2019,Red Hill Primary School,Gov,Year 4,103
02 August 2019,Red Hill Primary School,Gov,Year 5,109
02 August 2019,Red Hill Primary School,Gov,Year 6,116
02 August 2019,Richardson Primary School,Gov,Preschool,36
02 August 2019,Richardson Primary School,Gov,Kindergarten,26
02 August 2019,Richardson Primary School,Gov,Year 1,24
02 August 2019,Richardson Primary School,Gov,Year 2,18
02 August 2019,Richardson Primary School,Gov,Year 3,16
02 August 2019,Richardson Primary School,Gov,Year 4,13
02 August 2019,Richardson Primary School,Gov,Year 5,13
02 August 2019,Richardson Primary School,Gov,Year 6,22
02 August 2019,Southern Cross Early Childhood School,Gov,Preschool,86
02 August 2019,Southern Cross Early Childhood School,Gov,Kindergarten,52
02 August 2019,Southern Cross Early Childhood School,Gov,Year 1,46
02 August 2019,Southern Cross Early Childhood School,Gov,Year 2,31
02 August 2019,Taylor Primary School,Gov,Preschool,44
02 August 2019,Taylor Primary School,Gov,Kindergarten,58
02 August 2019,Taylor Primary School,Gov,Year 1,54
02 August 2019,Taylor Primary School,Gov,Year 2,52
02 August 2019,Taylor Primary School,Gov,Year 3,44
02 August 2019,Taylor Primary School,Gov,Year 4,37
02 August 2019,Taylor Primary School,Gov,Year 5,25
02 August 2019,Taylor Primary School,Gov,Year 6,31
02 August 2019,Telopea Park School,Gov,Kindergarten,77
02 August 2019,Telopea Park School,Gov,Year 1,83
02 August 2019,Telopea Park School,Gov,Year 2,85
02 August 2019,Telopea Park School,Gov,Year 3,78
02 August 2019,Telopea Park School,Gov,Year 4,80
02 August 2019,Telopea Park School,Gov,Year 5,84
02 August 2019,Telopea Park School,Gov,Year 6,63
02 August 2019,Telopea Park School,Gov,Year 7,223
02 August 2019,Telopea Park School,Gov,Year 8,211
02 August 2019,Telopea Park School,Gov,Year 9,242
02 August 2019,Telopea Park School,Gov,Year 10,201
02 August 2019,Theodore Primary School,Gov,Preschool,57
02 August 2019,Theodore Primary School,Gov,Kindergarten,44
02 August 2019,Theodore Primary School,Gov,Year 1,47
02 August 2019,Theodore Primary School,Gov,Year 2,37
02 August 2019,Theodore Primary School,Gov,Year 3,50
02 August 2019,Theodore Primary School,Gov,Year 4,48
02 August 2019,Theodore Primary School,Gov,Year 5,43
02 August 2019,Theodore Primary School,Gov,Year 6,37
02 August 2019,Torrens Primary School,Gov,Preschool,84
02 August 2019,Torrens Primary School,Gov,Kindergarten,62
02 August 2019,Torrens Primary School,Gov,Year 1,54
02 August 2019,Torrens Primary School,Gov,Year 2,68
02 August 2019,Torrens Primary School,Gov,Year 3,73
02 August 2019,Torrens Primary School,Gov,Year 4,76
02 August 2019,Torrens Primary School,Gov,Year 5,62
02 August 2019,Torrens Primary School,Gov,Year 6,72
02 August 2019,Turner School,Gov,Preschool,54
02 August 2019,Turner School,Gov,Kindergarten,67
02 August 2019,Turner School,Gov,Year 1,64
02 August 2019,Turner School,Gov,Year 2,71
02 August 2019,Turner School,Gov,Year 3,61
02 August 2019,Turner School,Gov,Year 4,67
02 August 2019,Turner School,Gov,Year 5,81
02 August 2019,Turner School,Gov,Year 6,78
02 August 2019,University of Canberra High School Kaleen,Gov,Year 7,122
02 August 2019,University of Canberra High School Kaleen,Gov,Year 8,106
02 August 2019,University of Canberra High School Kaleen,Gov,Year 9,80
02 August 2019,University of Canberra High School Kaleen,Gov,Year 10,76
02 August 2019,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 10,5
02 August 2019,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 11,361
02 August 2019,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 12,241
02 August 2019,Wanniassa Hills Primary School,Gov,Preschool,65
02 August 2019,Wanniassa Hills Primary School,Gov,Kindergarten,54
02 August 2019,Wanniassa Hills Primary School,Gov,Year 1,72
02 August 2019,Wanniassa Hills Primary School,Gov,Year 2,52
02 August 2019,Wanniassa Hills Primary School,Gov,Year 3,62
02 August 2019,Wanniassa Hills Primary School,Gov,Year 4,42
02 August 2019,Wanniassa Hills Primary School,Gov,Year 5,41
02 August 2019,Wanniassa Hills Primary School,Gov,Year 6,41
02 August 2019,Wanniassa School,Gov,Preschool,43
02 August 2019,Wanniassa School,Gov,Kindergarten,36
02 August 2019,Wanniassa School,Gov,Year 1,33
02 August 2019,Wanniassa School,Gov,Year 2,33
02 August 2019,Wanniassa School,Gov,Year 3,33
02 August 2019,Wanniassa School,Gov,Year 4,33
02 August 2019,Wanniassa School,Gov,Year 5,31
02 August 2019,Wanniassa School,Gov,Year 6,33
02 August 2019,Wanniassa School,Gov,Year 7,62
02 August 2019,Wanniassa School,Gov,Year 8,54
02 August 2019,Wanniassa School,Gov,Year 9,39
02 August 2019,Wanniassa School,Gov,Year 10,64
02 August 2019,Weetangera Primary School,Gov,Preschool,63
02 August 2019,Weetangera Primary School,Gov,Kindergarten,61
02 August 2019,Weetangera Primary School,Gov,Year 1,65
02 August 2019,Weetangera Primary School,Gov,Year 2,60
02 August 2019,Weetangera Primary School,Gov,Year 3,67
02 August 2019,Weetangera Primary School,Gov,Year 4,51
02 August 2019,Weetangera Primary School,Gov,Year 5,66
02 August 2019,Weetangera Primary School,Gov,Year 6,58
02 August 2019,"Woden School, The",Gov,Year 7,19
02 August 2019,"Woden School, The",Gov,Year 8,16
02 August 2019,"Woden School, The",Gov,Year 9,14
02 August 2019,"Woden School, The",Gov,Year 10,25
02 August 2019,"Woden School, The",Gov,Year 11,7
02 August 2019,"Woden School, The",Gov,Year 12,5
02 August 2019,Yarralumla Primary School,Gov,Preschool,78
02 August 2019,Yarralumla Primary School,Gov,Kindergarten,55
02 August 2019,Yarralumla Primary School,Gov,Year 1,64
02 August 2019,Yarralumla Primary School,Gov,Year 2,66
02 August 2019,Yarralumla Primary School,Gov,Year 3,47
02 August 2019,Yarralumla Primary School,Gov,Year 4,62
02 August 2019,Yarralumla Primary School,Gov,Year 5,47
02 August 2019,Yarralumla Primary School,Gov,Year 6,40
20 February 2019,Ainslie School,Gov,Year 5,40
20 February 2019,Ainslie School,Gov,Year 4,44
20 February 2019,Ainslie School,Gov,Year 6,62
20 February 2019,Ainslie School,Gov,Year 1,57
20 February 2019,Ainslie School,Gov,Kindergarten,60
20 February 2019,Ainslie School,Gov,Preschool,40
20 February 2019,Ainslie School,Gov,Year 3,43
20 February 2019,Ainslie School,Gov,Year 2,51
20 February 2019,Alfred Deakin High School,Gov,Year 8,210
20 February 2019,Alfred Deakin High School,Gov,Year 7,202
20 February 2019,Alfred Deakin High School,Gov,Year 9,230
20 February 2019,Alfred Deakin High School,Gov,Year 10,220
20 February 2019,Amaroo School,Gov,Year 8,184
20 February 2019,Amaroo School,Gov,Year 5,138
20 February 2019,Amaroo School,Gov,Year 6,159
20 February 2019,Amaroo School,Gov,Year 4,153
20 February 2019,Amaroo School,Gov,Year 7,221
20 February 2019,Amaroo School,Gov,Year 9,199
20 February 2019,Amaroo School,Gov,Preschool,107
20 February 2019,Amaroo School,Gov,Year 1,157
20 February 2019,Amaroo School,Gov,Kindergarten,144
20 February 2019,Amaroo School,Gov,Year 10,196
20 February 2019,Amaroo School,Gov,Year 2,153
20 February 2019,Amaroo School,Gov,Year 3,155
20 February 2019,Aranda Primary School,Gov,Year 4,89
20 February 2019,Aranda Primary School,Gov,Year 6,67
20 February 2019,Aranda Primary School,Gov,Year 5,84
20 February 2019,Aranda Primary School,Gov,Preschool,66
20 February 2019,Aranda Primary School,Gov,Kindergarten,69
20 February 2019,Aranda Primary School,Gov,Year 1,69
20 February 2019,Aranda Primary School,Gov,Year 3,84
20 February 2019,Aranda Primary School,Gov,Year 2,81
20 February 2019,Arawang Primary School,Gov,Year 6,63
20 February 2019,Arawang Primary School,Gov,Year 4,70
20 February 2019,Arawang Primary School,Gov,Year 5,70
20 February 2019,Arawang Primary School,Gov,Year 1,78
20 February 2019,Arawang Primary School,Gov,Kindergarten,55
20 February 2019,Arawang Primary School,Gov,Preschool,66
20 February 2019,Arawang Primary School,Gov,Year 2,66
20 February 2019,Arawang Primary School,Gov,Year 3,66
20 February 2019,Belconnen High School,Gov,Year 8,124
20 February 2019,Belconnen High School,Gov,Year 7,128
20 February 2019,Belconnen High School,Gov,Year 9,123
20 February 2019,Belconnen High School,Gov,Year 10,87
20 February 2019,Black Mountain School,Gov,Year 8,24
20 February 2019,Black Mountain School,Gov,Year 7,19
20 February 2019,Black Mountain School,Gov,Year 9,18
20 February 2019,Black Mountain School,Gov,Year 10,16
20 February 2019,Black Mountain School,Gov,Year 12,19
20 February 2019,Black Mountain School,Gov,Year 11,15
20 February 2019,Blue Gum Community School,Non Gov,Year 5,9
20 February 2019,Blue Gum Community School,Non Gov,Year 7,12
20 February 2019,Blue Gum Community School,Non Gov,Year 8,9
20 February 2019,Blue Gum Community School,Non Gov,Year 6,12
20 February 2019,Blue Gum Community School,Non Gov,Year 4,12
20 February 2019,Blue Gum Community School,Non Gov,Year 9,6
20 February 2019,Blue Gum Community School,Non Gov,Kindergarten,24
20 February 2019,Blue Gum Community School,Non Gov,Year 1,14
20 February 2019,Blue Gum Community School,Non Gov,Preschool,126
20 February 2019,Blue Gum Community School,Non Gov,Year 3,14
20 February 2019,Blue Gum Community School,Non Gov,Year 10,11
20 February 2019,Blue Gum Community School,Non Gov,Year 2,11
20 February 2019,Bonython Primary School,Gov,Year 6,38
20 February 2019,Bonython Primary School,Gov,Year 4,56
20 February 2019,Bonython Primary School,Gov,Year 5,42
20 February 2019,Bonython Primary School,Gov,Preschool,44
20 February 2019,Bonython Primary School,Gov,Year 1,61
20 February 2019,Bonython Primary School,Gov,Kindergarten,52
20 February 2019,Bonython Primary School,Gov,Year 3,61
20 February 2019,Bonython Primary School,Gov,Year 2,39
20 February 2019,Brindabella Christian College,Non Gov,Year 6,86
20 February 2019,Brindabella Christian College,Non Gov,Year 8,83
20 February 2019,Brindabella Christian College,Non Gov,Year 4,95
20 February 2019,Brindabella Christian College,Non Gov,Year 5,79
20 February 2019,Brindabella Christian College,Non Gov,Year 7,95
20 February 2019,Brindabella Christian College,Non Gov,Year 9,62
20 February 2019,Brindabella Christian College,Non Gov,Year 1,73
20 February 2019,Brindabella Christian College,Non Gov,Preschool,76
20 February 2019,Brindabella Christian College,Non Gov,Kindergarten,79
20 February 2019,Brindabella Christian College,Non Gov,Year 11,35
20 February 2019,Brindabella Christian College,Non Gov,Year 10,70
20 February 2019,Brindabella Christian College,Non Gov,Year 12,33
20 February 2019,Brindabella Christian College,Non Gov,Year 3,98
20 February 2019,Brindabella Christian College,Non Gov,Year 2,100
20 February 2019,Burgmann Anglican School,Non Gov,Year 5,112
20 February 2019,Burgmann Anglican School,Non Gov,Year 4,112
20 February 2019,Burgmann Anglican School,Non Gov,Year 8,112
20 February 2019,Burgmann Anglican School,Non Gov,Year 7,112
20 February 2019,Burgmann Anglican School,Non Gov,Year 6,112
20 February 2019,Burgmann Anglican School,Non Gov,Year 9,133
20 February 2019,Burgmann Anglican School,Non Gov,Preschool,88
20 February 2019,Burgmann Anglican School,Non Gov,Year 1,104
20 February 2019,Burgmann Anglican School,Non Gov,Kindergarten,98
20 February 2019,Burgmann Anglican School,Non Gov,Year 10,122
20 February 2019,Burgmann Anglican School,Non Gov,Year 12,109
20 February 2019,Burgmann Anglican School,Non Gov,Year 3,110
20 February 2019,Burgmann Anglican School,Non Gov,Year 11,108
20 February 2019,Burgmann Anglican School,Non Gov,Year 2,110
20 February 2019,Calwell High School,Gov,Year 7,109
20 February 2019,Calwell High School,Gov,Year 8,86
20 February 2019,Calwell High School,Gov,Year 9,111
20 February 2019,Calwell High School,Gov,Year 10,81
20 February 2019,Calwell Primary School,Gov,Year 4,35
20 February 2019,Calwell Primary School,Gov,Year 5,35
20 February 2019,Calwell Primary School,Gov,Year 6,36
20 February 2019,Calwell Primary School,Gov,Preschool,64
20 February 2019,Calwell Primary School,Gov,Year 1,36
20 February 2019,Calwell Primary School,Gov,Kindergarten,43
20 February 2019,Calwell Primary School,Gov,Year 3,34
20 February 2019,Calwell Primary School,Gov,Year 2,31
20 February 2019,Campbell High School,Gov,Year 8,183
20 February 2019,Campbell High School,Gov,Year 7,191
20 February 2019,Campbell High School,Gov,Year 9,186
20 February 2019,Campbell High School,Gov,Year 10,183
20 February 2019,Campbell Primary School,Gov,Year 5,51
20 February 2019,Campbell Primary School,Gov,Year 4,49
20 February 2019,Campbell Primary School,Gov,Year 6,47
20 February 2019,Campbell Primary School,Gov,Preschool,44
20 February 2019,Campbell Primary School,Gov,Year 1,45
20 February 2019,Campbell Primary School,Gov,Kindergarten,63
20 February 2019,Campbell Primary School,Gov,Year 3,58
20 February 2019,Campbell Primary School,Gov,Year 2,53
20 February 2019,Canberra Christian School,Non Gov,Year 4,15
20 February 2019,Canberra Christian School,Non Gov,Year 6,10
20 February 2019,Canberra Christian School,Non Gov,Year 5,15
20 February 2019,Canberra Christian School,Non Gov,Preschool,16
20 February 2019,Canberra Christian School,Non Gov,Year 1,32
20 February 2019,Canberra Christian School,Non Gov,Kindergarten,33
20 February 2019,Canberra Christian School,Non Gov,Year 3,19
20 February 2019,Canberra Christian School,Non Gov,Year 2,26
20 February 2019,"Canberra College, The",Gov,Mature,33
20 February 2019,"Canberra College, The",Gov,Mature,60
20 February 2019,"Canberra College, The",Gov,Year 12,537
20 February 2019,"Canberra College, The",Gov,Year 11,500
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 6,87
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 8,127
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 7,127
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 4,57
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 5,73
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 9,136
20 February 2019,Canberra Girls Grammar School,Non Gov,Kindergarten,62
20 February 2019,Canberra Girls Grammar School,Non Gov,Preschool,121
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 1,47
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 12,131
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 10,154
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 2,63
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 11,122
20 February 2019,Canberra Girls Grammar School,Non Gov,Year 3,57
20 February 2019,Canberra Grammar School,Non Gov,Year 8,195
20 February 2019,Canberra Grammar School,Non Gov,Year 4,121
20 February 2019,Canberra Grammar School,Non Gov,Year 5,142
20 February 2019,Canberra Grammar School,Non Gov,Year 7,183
20 February 2019,Canberra Grammar School,Non Gov,Year 6,125
20 February 2019,Canberra Grammar School,Non Gov,Year 9,206
20 February 2019,Canberra Grammar School,Non Gov,Preschool,116
20 February 2019,Canberra Grammar School,Non Gov,Year 1,90
20 February 2019,Canberra Grammar School,Non Gov,Kindergarten,90
20 February 2019,Canberra Grammar School,Non Gov,Year 11,200
20 February 2019,Canberra Grammar School,Non Gov,Year 10,214
20 February 2019,Canberra Grammar School,Non Gov,Year 2,89
20 February 2019,Canberra Grammar School,Non Gov,Year 3,118
20 February 2019,Canberra Grammar School,Non Gov,Year 12,183
20 February 2019,Canberra High School,Gov,Year 7,227
20 February 2019,Canberra High School,Gov,Year 8,214
20 February 2019,Canberra High School,Gov,Year 9,210
20 February 2019,Canberra High School,Gov,Year 10,220
20 February 2019,Canberra Montessori School,Non Gov,Year 5,3
20 February 2019,Canberra Montessori School,Non Gov,Year 4,2
20 February 2019,Canberra Montessori School,Non Gov,Year 6,8
20 February 2019,Canberra Montessori School,Non Gov,Preschool,29
20 February 2019,Canberra Montessori School,Non Gov,Year 1,21
20 February 2019,Canberra Montessori School,Non Gov,Kindergarten,12
20 February 2019,Canberra Montessori School,Non Gov,Year 3,4
20 February 2019,Canberra Montessori School,Non Gov,Year 2,10
20 February 2019,Caroline Chisholm School,Gov,Year 5,35
20 February 2019,Caroline Chisholm School,Gov,Year 6,53
20 February 2019,Caroline Chisholm School,Gov,Year 4,42
20 February 2019,Caroline Chisholm School,Gov,Year 8,96
20 February 2019,Caroline Chisholm School,Gov,Year 7,109
20 February 2019,Caroline Chisholm School,Gov,Year 9,86
20 February 2019,Caroline Chisholm School,Gov,Year 1,40
20 February 2019,Caroline Chisholm School,Gov,Kindergarten,40
20 February 2019,Caroline Chisholm School,Gov,Preschool,44
20 February 2019,Caroline Chisholm School,Gov,Year 10,87
20 February 2019,Caroline Chisholm School,Gov,Year 3,46
20 February 2019,Caroline Chisholm School,Gov,Year 2,39
20 February 2019,Chapman Primary School,Gov,Year 6,78
20 February 2019,Chapman Primary School,Gov,Year 5,79
20 February 2019,Chapman Primary School,Gov,Year 4,81
20 February 2019,Chapman Primary School,Gov,Year 1,81
20 February 2019,Chapman Primary School,Gov,Kindergarten,69
20 February 2019,Chapman Primary School,Gov,Preschool,79
20 February 2019,Chapman Primary School,Gov,Year 2,87
20 February 2019,Chapman Primary School,Gov,Year 3,85
20 February 2019,Charles Conder Primary School,Gov,Year 4,50
20 February 2019,Charles Conder Primary School,Gov,Year 5,34
20 February 2019,Charles Conder Primary School,Gov,Year 6,35
20 February 2019,Charles Conder Primary School,Gov,Year 1,79
20 February 2019,Charles Conder Primary School,Gov,Preschool,97
20 February 2019,Charles Conder Primary School,Gov,Preschool,1
